tempo;regiao;instituicao;localizacao_geografica;prazo_medio_de_pagamento
2024-12;Região de Saúde Norte;UNIDADE LOCAL DE SAÚDE ALTO MINHO, EPE;41.7056054, -8.8252713;88
2024-12;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E. P. E.;37.0238973, -7.9281554;76
2014-03;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;273
2014-03;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;98
2014-06;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272677, -7.9490091;0
2014-06;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;362
2014-09;Região de Saúde LVT;Centro Hospitalar de Lisboa - Zona Ocidental, EPE;38.708454, -9.216985;204
2014-09;Região de Saúde LVT;Centro Hospitalar do Barreiro - Montijo, EPE;38.6554005, -9.0592392;496
2014-12;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;444
2015-03;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo;38.5658579, -7.9136262;0
2015-06;Região de Saúde Norte;Centro Hospitalar do Tâmega e Sousa, EPE;41.2494561, -8.264901;75
2015-09;Região de Saúde LVT;Centro Hospitalar do Oeste, SPA;39.4054629, -9.1258493;71
2015-09;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015, -8.5933462;22
2015-09;Região de Saúde do Centro;Instituto Português de Oncologia de Coimbra, EPE;40.2162514, -8.4103814;31
2016-06;Região de Saúde Norte;Centro Hospitalar Médio Ave, EPE;41.3423984, -8.4802503;180
2016-09;Região de Saúde LVT;Administração Regional de Saúde de Lisboa e Vale do Tejo;38.7490049, -9.1417844;0
2016-09;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;398
2016-12;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;62
2016-12;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;327
2016-12;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E;37.0238973, -7.9281554;89
2017-03;Região de Saúde LVT;Centro Hospitalar do Oeste, SPA;39.4054629, -9.1258493;45
2017-06;Região de Saúde LVT;Centro Hospitalar do Barreiro - Montijo, EPE;38.6554005, -9.0592392;209
2017-06;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;470
2017-06;Região de Saúde Norte;Unidade Local de Saúde Alto Minho, EPE;41.7056054, -8.8252713;164
2017-09;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;308
2017-09;Região de Saúde Norte;Hospital Distrital S.Maria Maior, EPE - Barcelos;41.5324234, -8.6171561;155
2017-09;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;269
2017-12;Região de Saúde Norte;Centro Hospitalar Póvoa Varzim / Vila do Conde, EPE;41.3828711, -8.7589945;291
2017-12;Serviços Centrais;Administração Central do Sistema de Saúde, I.P;38.759209, -9.148981;13
2018-03;Serviços Centrais;Instituto Português do Sangue e da Transplantação, IP;38.7567758, -9.1505021;69
2018-03;Região de Saúde LVT;Centro Hospitalar do Oeste, SPA;39.4054629, -9.1258493;59
2018-03;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;271
2018-03;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;15
2018-06;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;338
2018-06;Região de Saúde LVT;Hospital Fernando Fonseca, EPE;38.7422257, -9.2264834;233
2018-12;Serviços Centrais;Administração Central do Sistema de Saúde, I.P;38.759209, -9.148981;8
2018-12;Região de Saúde do Centro;Instituto Português de Oncologia de Coimbra, EPE;40.2162514, -8.4103814;67
2018-12;Região de Saúde Norte;Instituto Português de Oncologia do Porto, EPE;41.1785642, -8.6062881;105
2019-03;Região de Saúde Norte;Centro Hospitalar do Tâmega e Sousa, EPE;41.2494561, -8.264901;213
2019-06;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;104
2019-09;Região de Saúde Norte;Centro Hospitalar Médio Ave, EPE;41.3423984, -8.4802503;248
2019-09;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;139
2020-03;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;230
2020-03;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015, -8.5933462;20
2020-06;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;189
2020-09;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;209
2020-12;Região de Saúde do Centro;Hospital Rovisco Pais;40.297919, -8.7707806;53
2021-03;Região de Saúde LVT;Centro Hospitalar do Barreiro - Montijo, EPE;38.6554005, -9.0592392;182
2021-03;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;167
2021-03;Região de Saúde Norte;Hospital de Braga, EPE;39.4054629, -9.1258493;51
2021-06;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa, SPA;38.7569771, -9.1460705;27
2021-12;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo;38.5658579, -7.9136262;33
2022-09;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;161
2023-03;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;264
2023-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;142
2023-06;Região de Saúde LVT;Administração Regional de Saúde de Lisboa e Vale do Tejo;38.7490049, -9.1417844;28
2023-06;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;126
2023-09;Serviços Centrais;Instituto Nacional Saúde Dr. Ricardo Jorge - Lisboa;38.7643827, -9.1663422;62
2023-09;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa, SPA;38.7569771, -9.1460705;13
2023-12;Região de Saúde Norte;Centro Hospitalar Vila Nova Gaia/Espinho, EPE;41.1094138, -8.5972617;215
2024-03;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.;40.516364, -8.0827433;138
2024-09;Região de Saúde Norte;UNIDADE LOCAL DE SAUDE DO NORDESTE, EPE;41.8056532, -6.7888197;98
2014-03;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;209
2014-06;Região de Saúde LVT;Centro Hospitalar do Oeste, SPA;39.4054629, -9.1258493;46
2014-12;Serviços Centrais;Instituto Português do Sangue e da Transplantação, IP;38.7567758, -9.1505021;0
2014-12;Região de Saúde LVT;Centro Hospitalar do Barreiro - Montijo, EPE;38.6554005, -9.0592392;506
2015-03;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;56
2015-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;465
2015-09;Região de Saúde LVT;Hospital Fernando Fonseca, EPE;38.7422257, -9.2264834;93
2015-09;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;410
2016-03;Região de Saúde LVT;Hospital Garcia de Orta, EPE - Almada;38.6658713, -9.1822554;161
2016-03;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;14
2016-03;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa, SPA;38.7569771, -9.1460705;67
2016-03;Região de Saúde do Centro;Hospital Distrital Figueira da Foz, EPE;40.117897, -8.8586755;145
2016-03;Região de Saúde LVT;Centro Hospitalar do Oeste, SPA;39.4054629, -9.1258493;62
2016-09;Região de Saúde Norte;Hospital da Senhora da Oliveira Guimarães, EPE;41.4387173, -8.3086907;77
2016-09;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038123, -8.4216163;0
2016-12;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;331
2016-12;Região de Saúde LVT;Hospital Garcia de Orta, EPE - Almada;38.6658713, -9.1822554;146
2017-03;Região de Saúde LVT;Hospital Fernando Fonseca, EPE;38.7422257, -9.2264834;165
2017-03;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;66
2017-03;Região de Saúde LVT;Instituto Português de Oncologia de Lisboa, EPE;38.7396768, -9.1634516;217
2017-03;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;38
2017-06;Região de Saúde Norte;Hospital Distrital S.Maria Maior, EPE - Barcelos;41.5324234, -8.6171561;136
2017-06;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272677, -7.9490091;35
2017-09;Região de Saúde do Centro;Hospital José Luciano de Castro - Anadia;40.442326, -8.441689;0
2017-12;Região de Saúde Norte;Hospital da Senhora da Oliveira Guimarães, EPE;41.4387173, -8.3086907;169
2017-12;Região de Saúde LVT;Hospital Fernando Fonseca, EPE;38.7422257, -9.2264834;244
2017-12;Região de Saúde Norte;Administração Regional de Saúde do Norte;41.1576321, -8.6066408;35
2018-03;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;393
2018-06;Região de Saúde LVT;Administração Regional de Saúde de Lisboa e Vale do Tejo;38.7490049, -9.1417844;32
2018-06;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272677, -7.9490091;40
2018-06;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;125
2018-06;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo;38.5658579, -7.9136262;30
2018-06;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;186
2018-06;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa, SPA;38.7569771, -9.1460705;38
2018-09;Região de Saúde LVT;Administração Regional de Saúde de Lisboa e Vale do Tejo;38.7490049, -9.1417844;28
2019-03;Região de Saúde Norte;Centro Hospitalar Póvoa Varzim / Vila do Conde, EPE;41.3828711, -8.7589945;246
2019-03;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;245
2019-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E;37.0238973, -7.9281554;148
2019-06;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;217
2019-09;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;360
2019-12;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;139
2019-12;Região de Saúde do Centro;Hospital Distrital Figueira da Foz, EPE;40.117897, -8.8586755;144
2019-12;Região de Saúde do Centro;Hospital Rovisco Pais;40.297919, -8.7707806;42
2020-03;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;193
2020-03;Serviços Centrais;Instituto Português Do Sangue e Da Transplantação, IP;38.7567758, -9.1505021;91
2020-06;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E;37.0238973, -7.9281554;153
2020-09;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038123, -8.4216163;45
2020-09;Região de Saúde Norte;Centro Hospitalar Vila Nova Gaia/Espinho, EPE;41.1094138, -8.5972617;202
2020-09;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;134
2020-12;Região de Saúde Norte;Administração Regional de Saúde do Norte;41.1576321, -8.6066408;39
2021-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;195
2021-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;114
2021-06;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;184
2021-06;Região de Saúde LVT;Instituto Português de Oncologia de Lisboa, EPE;38.7396768, -9.1634516;189
2021-12;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;191
2021-12;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;126
2022-09;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;242
2022-09;Região de Saúde LVT;Hospital de Loures, EPE;38.8214678, -9.176741;13
2022-09;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;103
2022-12;Região de Saúde LVT;Hospital Distrital Santarém, EPE;39.2410946, -8.6937515;117
2023-06;Região de Saúde LVT;Hospital Fernando Fonseca, EPE;38.7422257, -9.2264834;140
2023-06;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;145
2023-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;125
2023-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;169
2023-09;Região de Saúde LVT;Centro Hospitalar de Lisboa - Zona Ocidental, EPE;38.708454, -9.216985;207
2023-09;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;
2023-12;Região de Saúde LVT;Hospital Distrital Santarém, EPE;39.2410946, -8.6937515;111
2023-12;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;129
2023-12;Região de Saúde LVT;Instituto Português de Oncologia de Lisboa, EPE;38.7396768, -9.1634516;156
2023-12;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;85
2023-12;Serviços Centrais;Instituto Nacional de Emergência Médica;38.7314304, -9.142532;35
2023-12;Serviços Centrais;Direção Executiva do Serviço Nacional de Saúde, I.P.;41.1831056, -8.6010558;52
2024-03;Serviços Centrais;Instituto Nacional de Emergência Médica;38.7314304, -9.142532;40
2024-06;Região de Saúde Norte;Administração Regional de Saúde do Norte;41.1576321, -8.6066408;45
2024-09;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E. P. E.;38.6554005, -9.0592392;93
2024-12;Região de Saúde LVT;Administração Regional de Saúde de Lisboa e Vale do Tejo;38.7490049, -9.1417844;3
2024-12;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.;40.516364, -8.0827433;93
2014-03;Região de Saúde do Centro;Instituto Português de Oncologia de Coimbra, EPE;40.2162514, -8.4103814;43
2014-09;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;384
2014-09;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo - Ovar;40.8571967, -8.6318023;23
2014-09;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;595
2014-12;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;35
2015-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E;37.0238973, -7.9281554;224
2015-03;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;476
2015-03;Serviços Centrais;Instituto Português do Sangue e da Transplantação, IP;38.7567758, -9.1505021;0
2015-06;Região de Saúde LVT;Hospital Distrital Santarém, EPE;39.2410946, -8.6937515;558
2015-09;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;283
2015-12;Região de Saúde Norte;Centro Hospitalar Vila Nova Gaia/Espinho, EPE;41.1094138, -8.5972617;147
2017-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;311
2017-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;92
2017-09;Região de Saúde Norte;Hospital da Senhora da Oliveira Guimarães, EPE;41.4387173, -8.3086907;162
2017-09;Região de Saúde Norte;Centro Hospitalar Médio Ave, EPE;41.3423984, -8.4802503;229
2017-12;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;264
2018-03;Região de Saúde LVT;Administração Regional de Saúde de Lisboa e Vale do Tejo;38.7490049, -9.1417844;34
2018-06;Região de Saúde Norte;Instituto Português de Oncologia do Porto, EPE;41.1785642, -8.6062881;110
2018-09;Região de Saúde LVT;Hospital Fernando Fonseca, EPE;38.7422257, -9.2264834;224
2018-12;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;407
2018-12;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038123, -8.4216163;64
2019-03;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;165
2019-06;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;325
2019-09;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015, -8.5933462;23
2019-09;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;147
2019-12;Serviços Centrais;Instituto Nacional Saúde Dr. Ricardo Jorge - Lisboa;38.7643827, -9.1663422;49
2020-06;Região de Saúde Norte;Hospital Distrital S.Maria Maior, EPE - Barcelos;41.5324234, -8.6171561;124
2020-09;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa, SPA;38.7569771, -9.1460705;40
2020-12;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;113
2021-03;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;80
2021-12;Região de Saúde do Centro;Hospital Rovisco Pais;40.297919, -8.7707806;62
2022-03;Região de Saúde Norte;Hospital Distrital S.Maria Maior, EPE - Barcelos;41.5324234, -8.6171561;181
2022-03;Região de Saúde LVT;Administração Regional de Saúde de Lisboa e Vale do Tejo;38.7490049, -9.1417844;27
2022-03;Região de Saúde LVT;Hospital Garcia de Orta, EPE - Almada;38.6658713, -9.1822554;173
